,author,published_at,updated_at,like_count,text
174,@user-xt5wp8mu9f,2024-09-06T08:09:13Z,2024-09-06T08:09:13Z,1,one of the worst episodes of IGL.
175,@KitchenBeats.,2024-09-06T07:51:56Z,2024-09-06T07:51:56Z,0,"Naman to samay — bhai sab theek hojaega naani ko chorke !!! <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3090"">51:30</a>"
176,@amitchate1858,2024-09-06T07:35:29Z,2024-09-06T07:35:29Z,0,bhai thoda voice quality improve karo....plzzz
177,@AspireOdisha,2024-09-06T07:25:09Z,2024-09-06T07:25:09Z,0,"Bro , Show ka naam khana khajana hi rakhdete 😝"
178,@user-zs5rt5uv4c,2024-09-06T07:09:01Z,2024-09-06T07:09:01Z,1,I couldn&#39;t recognise kunal
179,@crowtasgaming134,2024-09-06T07:03:30Z,2024-09-06T07:03:30Z,0,Mene abhi abhi subscribe Kiya h
180,@yashveemishra9973,2024-09-06T06:56:31Z,2024-09-06T06:56:31Z,0,Dude I was thinking to audition in latent with art 🎨😀🖐️
181,@ItsOptional-f4u,2024-09-06T06:54:35Z,2024-09-06T06:54:35Z,0,We want ALETTA OCEAN ON THE SHOW❤
182,@rajputkeshavsingh375,2024-09-06T06:43:20Z,2024-09-06T06:43:20Z,0,Bhai plz give this pass I am big fan of u samy bhai 😢
183,@royal_boy_596,2024-09-06T06:41:12Z,2024-09-06T06:41:12Z,0,"Mai Chutiya tha jo Relationship me  loyal tha 😂,,, Play boy hi sahi tha bc... <br><br>Aur... Ladki ne Jo shayri boli h ladko pe fit hoti hai 😂"
184,@deepakchhaparia9484,2024-09-06T06:26:13Z,2024-09-06T06:26:13Z,0,❤
185,@aanchaljagdev1004,2024-09-06T06:24:42Z,2024-09-06T06:24:42Z,0,Bhai episode 6 kab aana wala hai..?
186,@AbhishekSharma-ch3zv,2024-09-06T06:22:40Z,2024-09-06T06:22:40Z,0,Bhai next episode kab????????
187,@hitesh_kmwt,2024-09-06T06:18:25Z,2024-09-06T06:18:25Z,0,I have subscribed
188,@divyanshupathak2069,2024-09-06T06:17:37Z,2024-09-06T06:17:37Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a><br>Now watch Naman&#39;s performance again while keeping in mind that he is acting and improvising in real time.<br><br>His spontaneity is pure gold."
189,@ShadDow_7,2024-09-06T06:11:10Z,2024-09-06T06:11:10Z,0,Only here to see @naman and samy
190,@aftabpatel8285,2024-09-06T05:53:13Z,2024-09-06T05:53:13Z,0,Waiting for zakir khan to be the part of this as a judge ❤
191,@imice2009,2024-09-06T05:45:22Z,2024-09-06T05:45:22Z,0,"10 days 1 crore views , 5 lakh likes and increasing.<br>Ashish solanki dekh le 😂"
192,@Jiyarana275,2024-09-06T05:40:06Z,2024-09-06T05:43:56Z,0,"samay is funny 😂but insensitive sometimes  , so satisfactory to see him win"
193,@SDVlog2058,2024-09-06T05:22:30Z,2024-09-06T05:22:30Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3191"">53:11</a> did he told about bb ki vines taaza khabar"
194,@devanshkumar5175,2024-09-06T05:14:32Z,2024-09-06T05:14:32Z,1,"Bhn <a href=""http://www.youtube.com/results?search_query=%23bijnor"">#Bijnor</a> tere se jyada devloped hai 😂😂"
195,@AkshayMishra-BABA,2024-09-06T04:54:31Z,2024-09-06T04:54:31Z,0,Naman Arora killed bro ❤
196,@dewangkanwar2660,2024-09-06T04:45:12Z,2024-09-06T04:45:12Z,1,Hasna tha kya??? .....hue hue hue episode 🤡
197,@Desianime019,2024-09-06T04:34:52Z,2024-09-06T04:34:52Z,0,Hello bug fan of ur comedy 😂
198,@the_screenplay,2024-09-06T03:57:58Z,2024-09-06T03:57:58Z,0,New episode kb aayega
199,@INVINCIBLE_MANISH,2024-09-06T03:32:39Z,2024-09-06T03:32:39Z,1,Kutta kamra bhi bula rkha h aaj to.. Is se बड़ा joke kya hoga 😂😂😂😂😂
200,@bigpointstrader,2024-09-06T03:13:37Z,2024-09-06T03:13:37Z,0,"Lpg pahuch gayi hai bhai gao gao yeh ladki jhoot bolti hai, bjnor mein bhi or har gao mein hai bijnor ke, log kuch bhi bolte hain"
201,@abhiiyadav6781,2024-09-06T03:10:13Z,2024-09-06T03:10:13Z,1,Munawar Faruqui as a guest
202,@MayanknathTripathi-u7j,2024-09-06T03:04:29Z,2024-09-06T03:04:29Z,0,Lagata hai ki ab to samay Bhai ka bhi samay aaya gya hai . Samya ka samay
203,@MinhaQureshi1,2024-09-06T03:03:34Z,2024-09-06T03:03:34Z,0,Next episode kb ayega koi btye ga
204,@MayanknathTripathi-u7j,2024-09-06T03:02:50Z,2024-09-06T03:02:50Z,0,Hi samay bahi
205,@user-wk7vm8xc6z,2024-09-06T02:36:27Z,2024-09-06T02:36:27Z,0,Bhai 6th episode kab upload karoge.... Bana toh pada hai
206,@Scott_art,2024-09-06T02:31:43Z,2024-09-06T02:31:43Z,1,Elvish yadav ko jo show mai dekhna chata hai wo like karo❤
207,@Ududu725,2024-09-06T02:12:44Z,2024-09-06T02:12:44Z,0,Arehhh re bkl teri aukat h honey honey ke bare me kuch bolni ki bkl
208,@superdemon2069,2024-09-06T00:52:28Z,2024-09-06T00:52:28Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2251"">37:31</a> thank me later"
209,@AkashAcharya,2024-09-05T23:48:50Z,2024-09-05T23:48:50Z,0,Maja aa gaya bhai
210,@bobbynaagar7404,2024-09-05T22:38:03Z,2024-09-05T22:38:03Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=509"">8:29</a>😂😂😂😂"
211,@hiiimumair8903,2024-09-05T22:24:23Z,2024-09-05T22:24:23Z,0,Only for naman ❤ 10M views
212,@CCF_Simplified,2024-09-05T21:47:57Z,2024-09-05T21:47:57Z,0,Bhai subscribe kr dea av kuch hoha😅😂
213,@itssameersinha,2024-09-05T21:00:47Z,2024-09-05T21:00:47Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> for which you are here"
214,@No1PoliticalReviews,2024-09-05T20:56:31Z,2024-09-05T20:56:31Z,0,Let&#39;s see who will win the passes
215,@ajinkyagaikwad1915,2024-09-05T20:50:29Z,2024-09-05T20:50:29Z,0,Bhai pass de de ab toh<br>sabarsacribe... Subasibe<br>Suckerbibe<br>Sabsribe<br>Subscribe<br>Sab kiya😂
216,@premockery8696,2024-09-05T20:42:44Z,2024-09-05T20:42:44Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1860"">31:00</a> yo what is up with kamra’s belly !?!?!"
217,@vishalk557,2024-09-05T20:36:48Z,2024-09-05T20:36:48Z,5,Those think Naman Arora randomly perform here they don&#39;t know this guy plan this with samay for creating hype and recognition. This guy act weird  or unrealistic but audiance loved it this is what they wanted. This guy became recognised all of a sudden from this episode! Genius Marketing by both of these guys.
218,@atharvawakhare8681,2024-09-05T20:31:34Z,2024-09-05T20:31:34Z,0,Naman bhai ko panchayat webseries me leke ayo bhai.........him consoling Jitu bhaiyya wud be epic🧐
219,@gojo-o8z,2024-09-05T20:28:22Z,2024-09-05T20:28:34Z,1,Arpit bala ke saath waala episode kab ayega?
220,@ashishkhedekar6649,2024-09-05T20:27:31Z,2024-09-05T20:27:31Z,0,Next level show this needs to be telecast on OTT 🔥
221,@azeemsaifi4101,2024-09-05T20:18:17Z,2024-09-05T20:18:17Z,0,Hi
222,@rajeevk440,2024-09-05T20:08:31Z,2024-09-05T20:08:39Z,0,Ravi gupta
223,@afridijamal9230,2024-09-05T20:01:39Z,2024-09-05T20:01:39Z,0,Subscribed❤😊
224,@ShukulOffrewa,2024-09-05T20:00:27Z,2024-09-05T20:00:27Z,0,Bhai odisan kaha par ho raha hai
225,@darshanvaja7765,2024-09-05T19:59:53Z,2024-09-05T20:00:03Z,0,Bhai aagla episode kab aa raha hai<br><br>Thoda jaldi karo bhai pleezzzz
226,@vrashtijain,2024-09-05T19:58:06Z,2024-09-05T19:58:06Z,10,"Saw this episode today and now saw &quot; Naman Arora &quot;on Call me bae, Hope this man receives the love and reaches the  success he deserves.😇😇😇😇😇😇😇😇"
227,@ritik9482,2024-09-05T19:46:56Z,2024-09-05T19:46:56Z,0,Kaal hi 7 sept ha reminder
228,@aacknan6446,2024-09-05T19:44:32Z,2024-09-05T19:44:32Z,0,Instagram raat ko dekhne ke baad yaha aana hi padta hai
229,@shettys392,2024-09-05T19:42:52Z,2024-09-05T19:42:52Z,0,Unemployment ab 1 crore reach hu....😂😂
230,@vishalsrivastavaagra,2024-09-05T19:38:51Z,2024-09-05T19:38:51Z,0,this was the best episode
231,@ajaydusad1568,2024-09-05T19:32:15Z,2024-09-05T19:32:15Z,1,Best part was naman bhai <br>Nimoda nimoda nimoda 😂😂😂
232,@aadityashah42,2024-09-05T19:29:58Z,2024-09-05T19:29:58Z,1,Me aaj samjha hu RSS wale western culture ko oppose kyu karte hai 😂😂😂😂😂😂
233,@jahangirarmaan9597,2024-09-05T19:17:28Z,2024-09-05T19:17:28Z,0,This show is incredibly insane 😂 love it ❤ my every day stress buster thank you 😢
234,@shivambhardwaj5401,2024-09-05T18:59:07Z,2024-09-05T18:59:07Z,0,Bachod haa platform is l.
235,@ebrarkohly72,2024-09-05T18:49:09Z,2024-09-05T18:49:09Z,1,Original Gangster <br>“ THE BODYGUARD “ 🔥
236,@unmeshshirsath8937,2024-09-05T18:48:34Z,2024-09-05T18:48:34Z,0,best ep till now only because of one guy😂
237,@hiteshpardhi2345,2024-09-05T18:44:51Z,2024-09-05T18:44:51Z,0,New epic lavo bhai
238,@himanimalhotra3900,2024-09-05T18:42:23Z,2024-09-05T18:42:23Z,0,😂😂😂❤❤
239,@shreeshmishra8486,2024-09-05T18:41:33Z,2024-09-05T18:42:15Z,4,The way samay you made Naman&#39;s day  this shows how good of a person you are and  maybe his goals as well thank you bro. ❤️
240,@utkarshmishra1234,2024-09-05T18:35:29Z,2024-09-05T18:35:29Z,0,Nimoda nimoda nimoda
241,@udaysharma2991,2024-09-05T18:17:25Z,2024-09-05T18:17:25Z,0,Pls Deepak kalal ko bulao
242,@anishkaushal13,2024-09-05T18:14:16Z,2024-09-05T18:14:16Z,0,"I don&#39;t like this show, but i watched this for this guy &quot;naman&quot;. Love you man"
243,@meenaji2012,2024-09-05T18:01:38Z,2024-09-05T18:01:38Z,1,Bhai logo ko tadpane me mja aata hai kya dal do yaar new videos
244,@Kaifux00,2024-09-05T17:58:09Z,2024-09-05T17:58:09Z,0,Fukra insaan ko as a guest laao
245,@brokensoul2933,2024-09-05T17:57:00Z,2024-09-05T17:57:07Z,1,I disliked just because of kamra... BC koi dusra hutiya nhi bola aur?..
246,@arnavgamer2008,2024-09-05T17:55:22Z,2024-09-05T17:55:22Z,0,5 scene hai😂😂😂vala was crazy&#39;
247,@rajkumar-n9t6m,2024-09-05T17:53:31Z,2024-09-05T17:53:31Z,0,Only for arora bhai 😍😍
248,@atrimroychowdhury5234,2024-09-05T17:37:24Z,2024-09-05T17:37:24Z,0,NAMAN IS THE OG ❤❤❤❤❤
249,@LijoMusic,2024-09-05T17:32:57Z,2024-09-05T17:32:57Z,0,Naman bhai op😂❤
250,@prajwalchavan3182,2024-09-05T17:32:13Z,2024-09-05T17:32:13Z,0,Episode 6 kab ayega youtube peh
251,@vivek9399,2024-09-05T17:24:32Z,2024-09-05T17:27:07Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=501"">8:21</a> Ye Bigg Boss pe dekhaaa tha maine 😅 Munna Ka Lfda h 🤣"
252,@anubhavghosh9003,2024-09-05T17:24:14Z,2024-09-05T17:24:14Z,1,Kamra is a waste
253,@jayangoel3655,2024-09-05T17:24:13Z,2024-09-05T17:24:13Z,0,Bhai khana kyu nhi kharhe?<br>stuff over?
254,@abhishekt11,2024-09-05T17:16:53Z,2024-09-05T17:16:53Z,0,Except Samay all three panel members were waste
255,@sonalirai8471,2024-09-05T17:08:39Z,2024-09-05T17:08:39Z,0,naman bhai sabse high 😂😂😂😂😂 legend bhai legend
256,@Ishiqasinha,2024-09-05T17:08:38Z,2024-09-05T17:08:38Z,0,hello
257,@SohailKhan-zh4vy,2024-09-05T16:58:25Z,2024-09-05T16:58:25Z,0,Bhai jaldi jaldi upload Kiya karo yr
258,@SHUBHAMGUPTA-fg6in,2024-09-05T16:53:55Z,2024-09-05T16:53:55Z,0,0 score dedo khudko fir paise mil jayenge
259,@pratik234,2024-09-05T16:48:10Z,2024-09-05T16:48:10Z,0,"Tum Samay nhi, Naman ho!! 😂😂"
260,@YoyoRwt,2024-09-05T16:41:51Z,2024-09-05T16:41:51Z,0,New latent chiya babab
261,@pratik234,2024-09-05T16:21:41Z,2024-09-05T16:21:41Z,0,Samay se bhi dark = Naman
262,@sanskarbhushan5262,2024-09-05T16:16:50Z,2024-09-05T16:16:50Z,0,Naman Bhai +∞ aura
263,@adityashinde2943,2024-09-05T16:13:12Z,2024-09-05T16:13:12Z,0,Naman was just too good
264,@ravivyas8530,2024-09-05T16:11:33Z,2024-09-05T16:11:33Z,0,Next episode kb aayega bhai😢😢
265,@ahsanmustafa3121,2024-09-05T16:07:41Z,2024-09-05T16:07:41Z,1,Honey Singh on IGL
266,@erenyeager6092,2024-09-05T15:55:07Z,2024-09-05T15:55:07Z,0,"samay yrr , itne episode pade hai pipeline release bhi toh ker , har sunday ek daala kar , where is your professionalism"
267,@PankiIde-cg6wi,2024-09-05T15:50:19Z,2024-09-05T15:50:19Z,0,New episode jab aara Bhai.....bc wait karre  all india
268,@AnshSuri-x1b,2024-09-05T15:47:18Z,2024-09-05T15:47:18Z,0,Maheep ji ko lao yaar 😂
269,@chethanvenugopal109,2024-09-05T15:46:15Z,2024-09-05T15:46:15Z,0,Samay rihana next episode dalnaa
270,@Mastikhhorr,2024-09-05T15:39:29Z,2024-09-05T15:39:29Z,0,Naman bhai was so good👍👍
271,@hardiksahu6193,2024-09-05T15:27:14Z,2024-09-05T15:27:14Z,0,Naman is crazy
272,@shreyanshparashara3678,2024-09-05T15:26:55Z,2024-09-05T15:26:55Z,0,Ha ha
273,@tikamchand8866,2024-09-05T15:20:15Z,2024-09-05T15:20:15Z,0,Great initiative by samay bhai.. heats off bro. It will encourage latest talents ❤❤❤❤❤❤
274,@mehulsong6105,2024-09-05T15:19:13Z,2024-09-05T15:19:13Z,0,Bhai Sandeep Maheshwari sir ko invite Karo vo bhi chess khelte the basis hoga<br>Who agrees????
275,@sayali9911,2024-09-05T15:06:49Z,2024-09-05T15:06:49Z,1,Very excited to see Elvish Yadav on this Show 🔥❤️
276,@RahulKumar-no9fh,2024-09-05T14:55:12Z,2024-09-05T14:55:12Z,0,Naman Bhai Ka Personality Bahut Sweet Hai ❤
277,@utkarshmall5451,2024-09-05T14:50:37Z,2024-09-05T14:50:37Z,0,Balraj is doppelgänger of Ranvir Kapoor
278,@AnshuYadava-qu2pe,2024-09-05T14:49:17Z,2024-09-05T14:49:17Z,0,"1,03,61,384 de Roz gar log😂"
279,@Wrestling029,2024-09-05T14:35:14Z,2024-09-05T14:35:14Z,0,Naman Bhai on next level ❤
280,@vishadchandrawanshi6128,2024-09-05T14:25:20Z,2024-09-05T14:25:20Z,0,"<a href=""UCAov2BBv1ZJav0c_yHEciAw/KVbvXpmiFsGh-gPpp4TYCw""></a><a href=""UCAov2BBv1ZJav0c_yHEciAw/KVbvXpmiFsGh-gPpp4TYCw""></a>"
281,@lk02m58,2024-09-05T14:22:49Z,2024-09-05T14:22:49Z,0,Naman Sharma
282,@rohansahani9072,2024-09-05T14:15:48Z,2024-09-05T14:15:48Z,0,H
283,@11_bacho_ka_bap,2024-09-05T13:55:43Z,2024-09-05T13:55:43Z,1,Comments pe like dhekh ke lag raha log video se jyada  comment pad rahe 😂😂
284,@Rohit-jf4tz,2024-09-05T13:53:20Z,2024-09-05T13:53:20Z,1,Vote for next episode 🎉🎉🎉🎉🎉🎉🎉
285,@AP10018,2024-09-05T13:46:57Z,2024-09-05T13:46:57Z,0,Eagerly Waiting for Next episode.. Please upload it soon
286,@ShivamPal-eu3sd,2024-09-05T13:45:21Z,2024-09-05T13:45:21Z,0,Naman arora ❤
287,@manavshah9504,2024-09-05T13:45:06Z,2024-09-05T13:45:06Z,0,😂
288,@Piyashiii_b,2024-09-05T13:44:24Z,2024-09-05T13:44:24Z,1,Samay yaar tum panel wale kitna khaate ho show me 😂
289,@Raonelooters,2024-09-05T13:36:53Z,2024-09-05T13:36:53Z,0,Next part jaldi laao maja aa raha
290,@PAULSGALLERY35,2024-09-05T13:29:22Z,2024-09-05T13:29:22Z,0,"In Khulna, Bangladesh, a Hindu youth was beaten to death in a conspiracy by falsely accusing him of insulting the Prophet.<br>05.09.2024"
291,@PAULSGALLERY35,2024-09-05T13:29:14Z,2024-09-05T13:29:14Z,0,"In Khulna, Bangladesh, a Hindu youth was beaten to death in a conspiracy by falsely accusing him of insulting the Prophet.<br>05.09.2024"
292,@PAULSGALLERY35,2024-09-05T13:29:05Z,2024-09-05T13:29:05Z,0,"In Khulna, Bangladesh, a Hindu youth was beaten to death in a conspiracy by falsely accusing him of insulting the Prophet.<br>05.09.2024"
293,@nafishasan97725,2024-09-05T13:28:30Z,2024-09-05T13:28:30Z,0,sabko english ane chahi hai
294,@nileshsolanki1783,2024-09-05T12:57:40Z,2024-09-05T12:57:40Z,0,😂yoo huuu
295,@vivekverma4599,2024-09-05T12:48:34Z,2024-09-05T12:48:34Z,0,diyo bhai jara pass
296,@SPEED_0_FREAK,2024-09-05T12:27:49Z,2024-09-05T12:27:49Z,0,🙏mereko bula le bhai please ...... zamin par hi beth jaunga tere liye......please bhai
297,@harshaldhage3462,2024-09-05T12:20:53Z,2024-09-05T12:20:53Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2268"">37:48</a> naman arora"
298,@Gaurav03yadav,2024-09-05T12:06:22Z,2024-09-05T12:06:22Z,0,Bhai naya episode bhe upload kardo ab
299,@Bableshparale,2024-09-05T12:02:36Z,2024-09-05T12:02:36Z,0,Elvish yadav ka kon wait kar raha hai ❤
300,@AlexanderValentine-b2u,2024-09-05T12:00:01Z,2024-09-05T12:00:01Z,0,Eloise Junction
301,@FUN_WITH_INDIAN_RAILWAY,2024-09-05T11:49:44Z,2024-09-05T11:49:44Z,0,❤
302,@TanuKashyap-j9w,2024-09-05T11:46:58Z,2024-09-05T11:46:58Z,0,Sab has rhe bouncer kyu nhi has rha usko samjh nhi aa rha ya wo chutiya nhi ya fir usko sirf 1 job ke pese mile
303,@52kshitijrane67,2024-09-05T11:45:20Z,2024-09-05T11:45:20Z,0,Next Episode kab ayega bhai ???😢😢😢😢😢😢
304,@meenakshichatterjee3819,2024-09-05T11:40:59Z,2024-09-05T11:40:59Z,0,When will your next episode be released?
305,@anangkawale,2024-09-05T11:34:22Z,2024-09-05T11:34:22Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3309"">55:09</a> me bodyguard bhai ne party popper utha kr daala bhai ko bht pasand aaya 😅"
306,@priyankakumari4673,2024-09-05T11:27:33Z,2024-09-05T11:27:33Z,0,pass dedo nimora nimora😂
307,@divyasharma5651,2024-09-05T11:19:41Z,2024-09-05T11:19:41Z,0,naman was the highlight! loved it!
308,@jspvlogs14,2024-09-05T11:12:17Z,2024-09-05T11:12:17Z,1,😂😂
309,@BIKASHSHORTs93,2024-09-05T11:03:26Z,2024-09-05T11:03:26Z,0,Respect to bodyguard ye banda haste bhi nhi ha 😂
310,@arshilkhan5940,2024-09-05T10:54:08Z,2024-09-05T10:54:08Z,0,"Naman, this man is gold man❤"
311,@footballeditz1024-cr7,2024-09-05T10:47:30Z,2024-09-05T10:47:30Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=56"">0:56</a>"
312,@aieshashekhar,2024-09-05T10:44:27Z,2024-09-05T10:44:27Z,0,"We want Zakir, Kullu, Rahul Subramanian, Rahul Dua, Bassi, Gopal Dutt, Prashasti, Sreeja, Kaneez Surka, Cyrus Brocha, Kunal, Puneet Superstar , Deepak Kalal"
313,@pahadigaming2903,2024-09-05T10:06:10Z,2024-09-05T10:06:10Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=37"">0:37</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=38"">0:38</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=39"">0:39</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=40"">0:40</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=42"">0:42</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=43"">0:43</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=44"">0:44</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=44"">0:44</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=45"">0:45</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=46"">0:46</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=47"">0:47</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=48"">0:48</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=49"">0:49</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=50"">0:50</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=51"">0:51</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=51"">0:51</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=52"">0:52</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=53"">0:53</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=54"">0:54</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=55"">0:55</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=56"">0:56</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=57"">0:57</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=58"">0:58</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=59"">0:59</a> <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=60"">1:00</a>"
314,@tenzingnawang03,2024-09-05T09:58:55Z,2024-09-05T09:58:55Z,0,Bhai how to audition?
315,@kgupta6247,2024-09-05T09:51:56Z,2024-09-05T09:51:56Z,0,Awsm🎉
316,@garvguys,2024-09-05T09:46:11Z,2024-09-05T09:46:11Z,1,Bhai next episode kab daloge
317,@motivationxz9373,2024-09-05T09:34:37Z,2024-09-05T09:34:37Z,0,Bhai
318,@Mahi_dhyawana,2024-09-05T09:34:24Z,2024-09-05T09:34:24Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1076"">17:56</a> kya joke maara h balraj lendi ne"
319,@tigersudhakartiwari6222,2024-09-05T09:02:30Z,2024-09-05T09:02:30Z,1,Bahut achha show hai samay bhai 😊😊😊
320,@aadyab2128,2024-09-05T08:59:18Z,2024-09-05T08:59:18Z,1,Namaann&gt;&gt;&gt;
321,@happy..rajpu.t,2024-09-05T08:39:16Z,2024-09-05T08:39:16Z,0,Mahip singh ko bulao
322,@rajanen7979,2024-09-05T08:35:17Z,2024-09-05T08:35:33Z,0,Love from nepal 🇳🇵❤😂😅
323,@mdosama4496,2024-09-05T08:13:42Z,2024-09-05T08:13:42Z,1,VOTE FOR MUNAWAR FARUQUI
324,@mdosama4496,2024-09-05T08:13:05Z,2024-09-05T08:13:05Z,1,Samai raina munawar faruqui ko bulaoo  ek episode me
325,@k.kshukla952,2024-09-05T08:10:05Z,2024-09-05T08:10:05Z,0,1sec...kl ek badshah k sath video aai thi na....kha gai
326,@saumyasuvarna4920,2024-09-05T07:50:45Z,2024-09-05T07:50:45Z,0,wifi kyu lagaya hai🤣🤣🤣🤣
327,@KomalYadav-cn1vf,2024-09-05T07:25:47Z,2024-09-05T07:25:47Z,0,Elvish yadav as judge ❤
328,@KomalYadav-cn1vf,2024-09-05T07:25:16Z,2024-09-05T07:25:16Z,0,Vote .Elvish yadav as  judge
329,@KomalYadav-cn1vf,2024-09-05T07:24:30Z,2024-09-05T07:24:30Z,0,Samay was killing bro😂😂
330,@sachinPawar1137funse,2024-09-05T07:10:25Z,2024-09-05T07:10:25Z,0,Muje to nai mile ga😂
331,@SHINCHANUNFILTERED,2024-09-05T07:06:52Z,2024-09-05T07:06:52Z,0,😂😂<br>Samay
332,@mantargamingyt5330,2024-09-05T07:01:36Z,2024-09-05T07:01:36Z,0,❤
333,@bhushanshinde5093,2024-09-05T06:43:30Z,2024-09-05T06:43:36Z,0,Bhai kya apply kaise krte hai
334,@Mikumikuu1,2024-09-05T06:35:56Z,2024-09-05T06:35:56Z,0,Next video dal de bhai
335,@doctorXplains8,2024-09-05T06:27:42Z,2024-09-05T06:27:42Z,12,"Most underrated guy: Balraj ❤....such a humble person, constant in every episode being one of the best friend of samay,still not getting fame as compared to others😢"
336,@ShahidIqbal-859,2024-09-05T06:26:26Z,2024-09-05T06:26:26Z,0,Who else from Akola 🙌🏻
337,@Wahifunnydev,2024-09-05T06:25:16Z,2024-09-05T06:25:16Z,0,When&#39;s the next episode?
338,@AniketRoy2672,2024-09-05T06:21:04Z,2024-09-05T06:21:04Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2273"">37:53</a>"
339,@tusharkantighosh.6397,2024-09-05T06:19:18Z,2024-09-05T06:19:18Z,0,I want a colab of these two..
340,@gaurav8597,2024-09-05T06:13:31Z,2024-09-05T06:13:31Z,0,Kon kon shorts dekh kr aaya h
341,@Deadrecords,2024-09-05T05:51:25Z,2024-09-05T05:51:25Z,0,Safeed baal wale buddhey ka name kya ha
342,@shivendrapratapsingh4526,2024-09-05T05:27:40Z,2024-09-05T05:27:40Z,1,Next episode waiting ❤
343,@vihaanthakur4444,2024-09-05T05:10:15Z,2024-09-05T05:10:15Z,1,6 episode kab ayega samay bhi
344,@ShRoViKe,2024-09-05T05:03:39Z,2024-09-05T05:03:39Z,0,Bhai Kunal Kamra kitne peg down hai ????
345,@loyallogin4311,2024-09-05T04:29:03Z,2024-09-05T04:31:00Z,0,"Kya acting kri naman bhai ❤ sb ko pagal bna ke chale gye , head soft to you"
346,@shivanirajput9664,2024-09-05T04:15:31Z,2024-09-05T04:15:31Z,1,"Samay bhaiya , aap kashmiri pandit nahi..kashmiri terrorist jyada lagte ho !💀🧐"
347,@SonuKa-oq1to,2024-09-05T04:12:27Z,2024-09-05T04:12:27Z,0,Samay bhai mene aapko rendom subscribe kiya h aur mere pass bahut samay h mujhe wo paas chahiye bas
348,@anything4899,2024-09-05T04:09:51Z,2024-09-05T04:09:51Z,0,All are cool …except one
349,@smitasingh-o9y,2024-09-05T04:02:16Z,2024-09-05T04:02:16Z,3,jaldi lao next episode waiting
350,@ArshBstudyplaylife,2024-09-05T03:59:01Z,2024-09-05T03:59:01Z,2,"@<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> Naman ki entry!"
