,author,published_at,updated_at,like_count,text
535,@Raunte,2024-09-04T00:44:39Z,2024-09-04T00:44:39Z,0,Scripting for that naman arora part was soo good bruh🫡salute to everyone
536,@LindaHoyle-u4p,2024-09-03T23:54:33Z,2024-09-03T23:54:33Z,0,Roob Mills
537,@ShivamRaj-ue3rq,2024-09-03T23:21:31Z,2024-09-03T23:21:31Z,0,You are my inspiration bhaiya❤❤❤❤
538,@rohanyadav49,2024-09-03T22:10:47Z,2024-09-03T22:10:47Z,0,Naman bhai ❤
539,@RohitYadav-AKKI09,2024-09-03T22:10:29Z,2024-09-03T22:10:29Z,0,Naman Bhai ko zaru bulana Bhai 7 ko pls 😊
540,@malaikaAwan-tx4yc,2024-09-03T22:04:12Z,2024-09-03T22:04:12Z,0,10 M berozgar 😂😂
541,@vanshwarlekar8590,2024-09-03T21:56:30Z,2024-09-03T21:56:30Z,0,Ek number bhai 😂😂😂
542,@shekhawatharshofficial,2024-09-03T21:46:03Z,2024-09-03T21:46:03Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2268"">37:48</a> - starts here! :)"
543,@humantouchcj,2024-09-03T21:43:41Z,2024-09-03T21:43:41Z,0,I am here only for the subscriber pass😁
544,@priyangshudas5743,2024-09-03T21:35:15Z,2024-09-03T21:35:15Z,0,Although wala joke ka matlab samjhao koi yaar...
545,@118_debarghyaroy6,2024-09-03T21:33:59Z,2024-09-03T21:33:59Z,0,Bhai tanmay bhat k sath Rohan Joshi ko bulaoo
546,@nishantattri_,2024-09-03T21:21:54Z,2024-09-03T21:21:54Z,0,CRAZYYY!!!
547,@TheSinghshashwat,2024-09-03T21:11:34Z,2024-09-03T21:11:34Z,0,I try very hard to like kunal kamra but the moment I hear him say something and his forced laughter
548,@mrinmoybarai6354,2024-09-03T21:05:09Z,2024-09-03T21:05:09Z,0,Nikhil bhai gaana mat gaya kro
549,@Verity-ip5ev,2024-09-03T20:35:24Z,2024-09-03T20:35:24Z,0,Samay bhai favourite bn gye aap mere ❤️
550,@gaurisharma6721,2024-09-03T20:34:54Z,2024-09-03T20:34:54Z,3,"Waiting for the 07th September! Good Luck, Naman! Great going, Samay!"
551,@AvijitRony17,2024-09-03T20:34:38Z,2024-09-03T20:34:38Z,0,Bhai episode 6 main puneet superstar ko laoo yrrrr
552,@AvijitRony17,2024-09-03T20:34:24Z,2024-09-03T20:34:24Z,0,Bhai episode 6 main puneet superstar ko laoo yrrrr
553,@True-indian18,2024-09-03T20:31:22Z,2024-09-03T20:31:22Z,0,Samay bahi Naman bahi bhi aapki tarah Rockstar h ...🤩🤩🤩
554,@himanshukashyap708,2024-09-03T20:25:02Z,2024-09-03T20:25:02Z,0,controversy kardo ek bhyankar sih 😂😂
555,@krishivaggarwal,2024-09-03T20:22:08Z,2024-09-03T20:22:08Z,0,Hi
556,@adfreemovies9161,2024-09-03T20:20:47Z,2024-09-03T20:20:47Z,23,"Balraj is such a gentle man broo seriously, he praised every artist and also help them boost their morale during the act"
557,@chinmay7402,2024-09-03T20:19:06Z,2024-09-03T20:19:06Z,0,Kuna bhai ko kyu bulaye the ?🤣
558,@crazyshortz001,2024-09-03T20:09:07Z,2024-09-03T20:09:07Z,0,Naman bhai wala part 10 baar dekha bahi
559,@astinteractions01,2024-09-03T19:48:22Z,2024-09-03T19:48:22Z,0,Next mein kapil sharma ki bula lo
560,@adfreemovies9161,2024-09-03T19:42:54Z,2024-09-03T19:42:54Z,1,a kunal hamesa politics hii karta raiha hey
561,@RishiRai.01,2024-09-03T19:41:02Z,2024-09-03T19:41:02Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> bhai asli maja yaha se hai 🤣🤣🤣😍😍 thanks me letar"
562,@chintuchallaiit8180,2024-09-03T19:31:46Z,2024-09-03T19:31:46Z,0,Bhai bestt tha yee vala part 😂😂😂
563,@sudanjaani856,2024-09-03T19:30:17Z,2024-09-03T19:30:17Z,1,Bahi ja banda crazy ga yrr 😂😂😂kya kya winner bna haa ❤
564,@krishnamehta3988,2024-09-03T19:30:06Z,2024-09-03T19:30:06Z,0,Naman killed it✌✌. Ni moda ni moda ni moda😂😂
565,@DearSSCCGL,2024-09-03T19:28:35Z,2024-09-03T19:28:35Z,0,how to participate in this show 😢😢
566,@sudanjaani856,2024-09-03T19:18:31Z,2024-09-03T19:18:31Z,5,2nd asa winner ha jisko is show ma jeet ta dekh ka Khushi hui ❤❤❤
567,@Teendom_,2024-09-03T19:16:53Z,2024-09-03T19:16:53Z,0,Bouncer ek baar bhi nahi hasa 😂
568,@AakashVerma-rd7ou,2024-09-03T19:16:53Z,2024-09-03T19:16:53Z,0,"सब कुछ ठीक है ,पर ये johny sins को क्यू खड़ा किया जाता है 😢"
569,@soldierbhiya6294,2024-09-03T19:13:39Z,2024-09-03T19:13:39Z,0,Mujhe to bhi ye naman arora ke act mai kuch extra ordinary nhi laga .jokes bhi bekaar the .khali hype pata nhi kyu bana rhe
570,@ChandanKumar-ws8tw,2024-09-03T19:09:29Z,2024-09-03T19:09:40Z,0,"The most funny video start <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2272"">37:52</a> mind😂😂😂"
571,@_Nishsniche_,2024-09-03T18:54:08Z,2024-09-03T18:54:08Z,0,Literally searched for 7th sept tickets 😂😂😂😂😂
572,@Kunal-hn8gk,2024-09-03T18:43:42Z,2024-09-03T18:43:42Z,0,Damshararas talent unlocked  🔑
573,@arslanqazi1640,2024-09-03T18:41:21Z,2024-09-03T18:41:21Z,0,I watched this episode ♾️ no of times just to watch Naman bhai&#39;s comedy
574,@nishkam9,2024-09-03T18:35:33Z,2024-09-03T18:35:33Z,0,Kamra sirf khane aaya tha
575,@skyhellfire3338,2024-09-03T18:30:22Z,2024-09-03T18:30:22Z,0,Kaun Banega crorepati ka helpline banke aagaya baap uska
576,@sultandalal3337,2024-09-03T18:30:13Z,2024-09-03T18:30:13Z,0,Mr Beast ke gaming show me itni achi feeling nahi aai thi jitni Naman bhai ke jeetne pe aai. Awesome performance ❤❤❤❤❤❤
577,@officialrahul6954,2024-09-03T18:27:48Z,2024-09-03T18:27:48Z,0,Kunal ko laye kyu jb bol nh pta 😂
578,@rahulsirmaths14,2024-09-03T18:19:34Z,2024-09-03T18:19:34Z,0,"Swad aa gya bhai video dekh kar Naman bhai tooo awesome h😊<br> kaas live dekh patta ye sab too or mja atta, thankyou team 😊"
579,@AKGamer-fw7yj,2024-09-03T18:15:35Z,2024-09-03T18:15:35Z,0,Op
580,@AKGamer-fw7yj,2024-09-03T18:10:53Z,2024-09-03T18:10:53Z,0,Insane
581,@mastbakshi8323,2024-09-03T18:03:31Z,2024-09-03T18:03:31Z,0,Naman arora fire 🔥 🔥 🔥 ❤❤
582,@Sadiqrzz,2024-09-03T17:56:29Z,2024-09-03T17:56:29Z,0,Bhai yaar maza agya😂😂😂<br>Don&#39;t judge a book by its cover  🎉🎉🎉
583,@singstarrahul,2024-09-03T17:55:22Z,2024-09-03T17:55:22Z,0,Khatrnaak
584,@ibenosasi5877,2024-09-03T17:46:18Z,2024-09-03T17:46:18Z,0,I&#39;m a bit sad now...knowing that all this episode is plotted for naman...and he is not the person who he acted to be in this video😢😢😢
585,@user-mo5rt2us4k,2024-09-03T17:35:34Z,2024-09-03T17:35:34Z,0,Super
586,@sumitsawant7781,2024-09-03T17:35:28Z,2024-09-03T17:35:28Z,0,"Bhai ki singing ❤️‍🔥 <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1958"">32:38</a>"
587,@chiragverse4796,2024-09-03T17:28:38Z,2024-09-03T17:28:38Z,0,"Ashish solanki ne last ke offer ko sunne ke baad comment Kiya bhai, ise to nhi milega na free pass?"
588,@devjangid8124,2024-09-03T17:25:47Z,2024-09-03T17:25:47Z,0,A hutch like just for mr. Aman arora what a personality man mind blowing love that person alot<br>He deserves that every level of the talent position.... 🎉🎉🎉 Lv u mr. Arora yr 🫡
589,@jiriyacap7,2024-09-03T17:25:27Z,2024-09-03T17:25:27Z,0,Naman was good and a great artist but i didn&#39;t enjoy many of hia joke samay is even more funny
590,@roger_rana,2024-09-03T17:18:32Z,2024-09-03T17:18:32Z,0,Done
591,@king-jx1jc,2024-09-03T17:16:49Z,2024-09-03T17:16:49Z,0,समय भाई राजस्थान से मजाक नही lakes dekhne udaipur ana padeha😂
592,@user-pm7bp1wt2g,2024-09-03T17:13:43Z,2024-09-03T17:13:43Z,1,❤super se bhi uper h bro
593,@fitindia2337,2024-09-03T17:11:56Z,2024-09-03T17:11:56Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> Naman arora . Thank me later."
594,@akkister4051,2024-09-03T17:01:19Z,2024-09-03T17:01:19Z,0,Bro Deepak kalal aur puneet superstar ko judge leke aaoo
595,@Anya0708,2024-09-03T16:58:30Z,2024-09-03T16:58:30Z,0,"Thank you, Samay for inviting Kunal. ❤"
596,@iabhishekaggarwal,2024-09-03T16:58:22Z,2024-09-03T16:58:22Z,2,"I was having a feeling that this episode wont be fun, because of the start, but now I am glad that I stayed and watched Naman. A True to heart man!!  Loved it!! <br><a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3296"">54:56</a>"
597,@KevinCooper-h9i,2024-09-03T16:57:30Z,2024-09-03T16:57:30Z,0,maheep ji spam button &gt;&gt;&gt;&gt;&gt;
598,@THATFOODIEARTIST,2024-09-03T16:56:04Z,2024-09-03T16:56:04Z,0,Naman! WHAT A GUY!!!!
599,@luffy12725.,2024-09-03T16:44:29Z,2024-09-03T16:44:29Z,0,",.,.,.,"
600,@sentykumawat3631,2024-09-03T16:34:01Z,2024-09-03T16:34:01Z,0,Naman arora ❤❤❤❤
601,@AmarSharma60436,2024-09-03T16:19:18Z,2024-09-03T16:19:18Z,1,"Deepak kalal as a judge , le aao bhai samay, full hit h"
602,@Viveksharma-cq3mx,2024-09-03T16:16:26Z,2024-09-03T16:16:26Z,0,Bhai next video jaldi
603,@user-lo2jf7yj6y,2024-09-03T16:14:32Z,2024-09-03T16:14:32Z,0,Nirmala tai wala clip kaha hai ??
604,@chiragrana800,2024-09-03T16:04:12Z,2024-09-03T16:04:12Z,0,Clo
605,@techwithayush127,2024-09-03T16:03:15Z,2024-09-03T16:03:15Z,0,Mere ppeshab
606,@shubhamkumar-px4oy,2024-09-03T16:02:46Z,2024-09-03T16:02:46Z,0,6 episode kb aayega koi toh bta do
607,@shreyparmar5784,2024-09-03T15:50:20Z,2024-09-03T15:50:20Z,0,Am I the only one who laughed badly at Namans jokes😂😂
608,@Shivma_jee,2024-09-03T15:50:02Z,2024-09-03T15:50:02Z,0,Choti si Umar 😂😂😂
609,@devascript,2024-09-03T15:47:33Z,2024-09-03T15:47:33Z,0,love
610,@anujitmaity0722,2024-09-03T15:46:42Z,2024-09-03T15:46:42Z,0,coolest dad❤😂😂😂
611,@PriyadarshanDayal,2024-09-03T15:38:46Z,2024-09-03T15:38:46Z,0,Arpit Bala ko bulao
612,@indian9477,2024-09-03T15:34:30Z,2024-09-03T15:34:30Z,0,bhai aaj aayega kya new ep???
613,@user-yd9cf3cs8i,2024-09-03T15:24:47Z,2024-09-03T15:24:47Z,0,Man this guy have to come back on the chair of judges....
614,@sandhyachaudhary4839,2024-09-03T15:16:36Z,2024-09-03T15:16:36Z,0,Bhai aap jaldi jaldi vedio kyu nhi laate bht wait krate ho bhai🥺🥺🙏🙏🙏 please jaldi koi vedio upload kroo
615,@rohanminj2835,2024-09-03T15:14:04Z,2024-09-03T15:14:04Z,0,This episode was not that great as compared to the previous once 😅
616,@akshatverma9938,2024-09-03T15:10:53Z,2024-09-03T15:10:53Z,0,This man is crazy
617,@Study-ry9gi,2024-09-03T15:04:58Z,2024-09-03T15:04:58Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1961"">32:41</a> loved it but isko Pahela krna tha bhai😢"
618,@smsibasish,2024-09-03T14:57:13Z,2024-09-03T14:57:13Z,0,Even the bodyguard celebrated Naman&#39;s victory 😄
619,@divyaanamik,2024-09-03T14:43:50Z,2024-09-03T14:43:50Z,0,Kunal Kamra me hawa kisne bhar di?
620,@akshatsrivastava8404,2024-09-03T14:37:01Z,2024-09-03T14:37:01Z,0,Naman bhai 👍
621,@user-cz1rs6fm2o,2024-09-03T14:32:22Z,2024-09-03T14:32:22Z,0,&lt;3
622,@beenasoni3103,2024-09-03T14:27:43Z,2024-09-03T14:27:43Z,0,Balraj bhai you’re a gem🎉
623,@nixuzumki5150,2024-09-03T14:22:31Z,2024-09-03T14:22:31Z,0,Bhai yaar naya episode please daalo jaldi ❤❤❤
624,@sarfarazulislam1682,2024-09-03T14:21:33Z,2024-09-03T14:21:33Z,0,Or episode karo maja arahe
625,@user-yd2mt1og9z,2024-09-03T14:10:32Z,2024-09-03T14:10:32Z,0,Bhai sab ke ghar ⛽ gass h yaha pr I am from up bijnor
626,@sayaansheikh524,2024-09-03T14:01:34Z,2024-09-03T14:01:34Z,0,Bruhh munawar ko Lee aao 😭
627,@ankitan2590,2024-09-03T14:00:49Z,2024-09-03T14:00:49Z,0,"Iska asar yaha nahi hota, ghar jaake yaad aata he 😂😂😂😂😂😂"
628,@sourabhsharma87,2024-09-03T13:55:56Z,2024-09-03T13:55:56Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2224"">37:04</a>"
629,@jayeshsanghvi7826,2024-09-03T13:47:12Z,2024-09-03T13:47:12Z,0,"SUBSCRIBE DONE, LIKE DONE, BELL ICON PRESSED, SHARED TO 5 FRIENDS.<br>AB PASS BHI DE DO😂😂"
630,@SangramPatil-nb1ql,2024-09-03T13:38:23Z,2024-09-03T13:38:23Z,0,Nanamarora eat 😂
631,@matale_om,2024-09-03T13:34:30Z,2024-09-03T13:34:30Z,0,NAMAN bhai simplicity at it&#39;s best 😊
632,@osho143,2024-09-03T13:33:35Z,2024-09-03T13:33:35Z,0,Bhai samay raina has changed my life. <br>Respect ++<br>This person is different and unique.<br>His thoughts and way of perceiving things is just same as mine.
633,@arbazhashmi7469,2024-09-03T13:18:46Z,2024-09-03T13:18:46Z,0,I am sure kunal kamra is having alcohal in coffee cup
634,@Namantravel,2024-09-03T13:17:52Z,2024-09-03T13:17:52Z,0,Good song
635,@bhumikasahu5249,2024-09-03T13:05:13Z,2024-09-03T13:05:13Z,0,Nama stole the show man. The whole episode belongs to him only😂👏
636,@anshul_1079,2024-09-03T13:01:44Z,2024-09-03T13:01:44Z,0,Epic❤
637,@newrounder5332,2024-09-03T13:01:31Z,2024-09-03T13:01:31Z,0,bhai 1 din main 5 vedio dala kro
638,@matrix..0,2024-09-03T12:58:18Z,2024-09-03T12:58:18Z,0,Aaj naya episode aayega ky??
639,@anupamsingh6394,2024-09-03T12:57:35Z,2024-09-03T12:57:35Z,1,Naman arora one was epic❤❤
640,@1925you,2024-09-03T12:40:00Z,2024-09-03T12:40:00Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2276"">37:56</a>- <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=3367"">56:07</a>--------NAMAN ARORA-----&gt;&gt;&gt;you came for this!!!!"
641,@vaibhavsingh4455,2024-09-03T12:38:12Z,2024-09-03T12:38:12Z,0,Kunal Kamara is the guy jiski politics me aane ki aukat nhi or comedy usse hoti nhi
642,@vishwasnaik1317,2024-09-03T12:30:41Z,2024-09-03T12:30:41Z,1,"Teacher : Okay students, Today we will reverse everyone&#39;s name.<br><br>Student Named NAMAN ARORA 👽🌠🪬🔮"
643,@faizanbaig2943,2024-09-03T12:18:32Z,2024-09-03T12:18:32Z,0,G.O.A.T kunal
644,@thegamingyt735,2024-09-03T12:01:33Z,2024-09-03T12:01:33Z,1,Ye saktiman wala gangadhar h bhai 🔥🙌
645,@thegamingyt735,2024-09-03T12:00:20Z,2024-09-03T12:00:20Z,0,Best show 🎉❤
646,@thegamingyt735,2024-09-03T11:59:44Z,2024-09-03T11:59:44Z,0,Irshaad Irshaad 🙌🔥
647,@adityaspatil4510,2024-09-03T11:59:42Z,2024-09-03T11:59:42Z,1,best episode ranking <br>ep no 2<br>ep no 4<br>ep no 3 <br>ep no 1<br>ep no 5
648,@thegamingyt735,2024-09-03T11:58:59Z,2024-09-03T11:58:59Z,1,Naman Again 🔥🔥
649,@cereyongaming4863,2024-09-03T11:45:10Z,2024-09-03T11:45:10Z,0,de do sirji pass 🙏
650,@118samarthgupta3,2024-09-03T11:35:13Z,2024-09-03T11:35:13Z,0,Bhai subscribe kr diya hu ab paas chahiye 😂
651,@user-pr3si3wt7f,2024-09-03T11:20:40Z,2024-09-03T11:20:40Z,0,Naman bhai ❤❤
652,@frfr5158,2024-09-03T11:05:00Z,2024-09-03T11:05:00Z,1,So happy to see someone from medical field🤌❤️‍🔥❤️‍🔥
653,@RupeshKumar-cx4ux,2024-09-03T10:57:56Z,2024-09-03T10:57:56Z,0,Samay bhai harsh gujral ko kyu nhi bulate
654,@Sixthhome,2024-09-03T10:57:38Z,2024-09-03T10:57:38Z,0,enjoyed so much
655,@ashishKaku105,2024-09-03T10:57:01Z,2024-09-03T10:57:01Z,0,Inke piche murga pad gya th konsa English wala ya hindi wala
656,@SugilChill,2024-09-03T10:52:59Z,2024-09-03T10:52:59Z,0,Naman bhai ne rula diya...ZINDAGI SHIKAKE GAYA....
657,@akashtiwari7734,2024-09-03T10:48:37Z,2024-09-03T10:48:37Z,0,Kya program dikhaya hai
658,@maneeshsharma4049,2024-09-03T10:44:59Z,2024-09-03T10:44:59Z,0,Best show op naman arora
659,@viratbansal2436,2024-09-03T10:39:42Z,2024-09-03T10:39:42Z,0,Naman bhai stole the whole show
660,@Melodic2050,2024-09-03T10:38:57Z,2024-09-03T10:38:57Z,0,Wifi ky band karna jaruri hai 😂😂😂😂
661,@SujanSHK,2024-09-03T10:35:06Z,2024-09-03T10:35:06Z,0,"bring in Hoezaay, Suresh Menon and Cyril Dabs on the panel"
662,@Ashhhh.hhhhhhhhh,2024-09-03T10:25:14Z,2024-09-03T10:25:14Z,0,🤣🤣❤
663,@KesariyaBilayati-o7l,2024-09-03T10:20:37Z,2024-09-03T10:20:37Z,0,Us neanderthal micro jihadi  ko batao mandir vahi ban raha hai😊😊
664,@arshshandil,2024-09-03T10:12:35Z,2024-09-03T10:12:35Z,0,Nimoda
665,@rahulgovindagroup,2024-09-03T10:08:24Z,2024-09-03T10:08:24Z,0,naman bhai... wifi wala.
666,@VanshChaudhary_1,2024-09-03T10:05:48Z,2024-09-03T10:05:48Z,0,Namam Bhai Aaj k cool comedy icon 😅😅😅
667,@deepchandrajoshi,2024-09-03T10:05:31Z,2024-09-03T10:05:31Z,1,"<a href=""https://www.youtube.com/watch?v=QTTD8gfYZbs"">https://youtu.be/QTTD8gfYZbs?si=WI3T2Pumo2My-d4c</a>"
668,@ankurnalande55,2024-09-03T10:03:50Z,2024-09-03T10:03:50Z,1,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=948"">15:48</a> 😂😂😂"
669,@ranaroy7707,2024-09-03T10:02:30Z,2024-09-03T10:02:30Z,0,Naman bhai was lit
670,@ViralFactoidflare,2024-09-03T10:01:34Z,2024-09-03T10:01:34Z,1,❤
671,@ankurnalande55,2024-09-03T09:58:32Z,2024-09-03T09:58:32Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=561"">9:21</a> 😂😂😂 epic"
672,@anuragsingh-qv2gk,2024-09-03T09:55:22Z,2024-09-03T09:55:22Z,0,Nhi chahaiyy
673,@ankurnalande55,2024-09-03T09:55:01Z,2024-09-03T09:55:01Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=311"">05:11</a> 😂😂😂"
674,@JR_hSN,2024-09-03T09:53:25Z,2024-09-03T09:53:25Z,0,I&#39;m glad that he wins ❤
675,@Kidlogics_media,2024-09-03T09:53:09Z,2024-09-03T09:53:09Z,0,Bhai Mumbai Aane ki pasee bhi de do fir 😂
676,@petslovers6967,2024-09-03T09:51:22Z,2024-09-03T09:51:22Z,0,Main show Sirf Naman ki performance dekhny k bad dekh raha hn ye Wala genius comedian ha har situation main comedy kr lyta ha that&#39;s was amazing talent I loved it.
677,@uj2wol488,2024-09-03T09:49:28Z,2024-09-03T09:49:28Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> Naman ka Idar se he, skip maro"
678,@ansarigaminghub6197,2024-09-03T09:29:21Z,2024-09-03T09:29:21Z,0,Naman bhai ko dil se naman😂😂❤
679,@sskvines175,2024-09-03T09:23:55Z,2024-09-03T09:23:55Z,0,Kon kon naman arora ke short video dekhkar aya hai 😂😂😂
680,@Pramodregar-x9r,2024-09-03T09:15:19Z,2024-09-03T09:15:19Z,0,Mere ko bhi dedo ❤ pass
681,@Suraj-srj777,2024-09-03T09:09:13Z,2024-09-03T09:09:13Z,0,"Last mai bol deta k act tha toh respect hoti <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2507"">41:47</a>"
682,@shalu897,2024-09-03T09:07:47Z,2024-09-03T09:07:47Z,2,Legends know that Naman arora is a great actor 😂🎉
683,@Suraj-srj777,2024-09-03T09:06:13Z,2024-09-03T09:06:13Z,0,"Fake kar raha hai banda, iska youtube channel hai"
684,@dhaarnasharma906,2024-09-03T09:03:38Z,2024-09-03T09:03:38Z,0,Tharki bhi P M bna chahta h bhai pehle jaake muh dokhe toh aata 😂
685,@somyacam3271,2024-09-03T08:53:10Z,2024-09-03T08:53:10Z,0,Why is no one talking about sourabh&#39;s singing??? ❤
686,@mddanial3131,2024-09-03T08:34:31Z,2024-09-03T08:34:31Z,1,He sang very well tbh
687,@dakshlive792,2024-09-03T08:28:42Z,2024-09-03T08:28:42Z,0,❤❤
688,@ritwik2992,2024-09-03T08:15:49Z,2024-09-03T08:15:49Z,0,I am youtuber ❤❤❤
689,@KaustavSingh-l4g,2024-09-03T08:07:08Z,2024-09-03T08:07:08Z,0,Lund kisiko band milega 😂 cause life is unfair
690,@sudeepta19,2024-09-03T08:04:10Z,2024-09-03T08:04:10Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=1260"">21:00</a> reel dekh ke uncle wala scene"
691,@45singhnavneet,2024-09-03T08:03:09Z,2024-09-03T08:03:09Z,0,For Kunal Kamra only
692,@user-cm9fh3uu5v,2024-09-03T07:55:11Z,2024-09-03T07:55:11Z,0,Broo naman is crazyyy😭😭😂😂
693,@imransharief4391,2024-09-03T07:46:17Z,2024-09-03T07:46:17Z,0,"Naman Arora clip fro movie Jug Jug Jiyo.... <a href=""https://www.youtube.com/watch?v=_jAyy8IM2gg"">https://www.youtube.com/watch?v=_jAyy8IM2gg</a>"
694,@himanshuhacker8355,2024-09-03T07:24:32Z,2024-09-03T07:24:32Z,0,Naman bhai...😂
695,@ArihantKatariya-m1n,2024-09-03T07:14:44Z,2024-09-03T07:14:44Z,0,😂😂😂
696,@user-zb3oz3be3v,2024-09-03T07:14:42Z,2024-09-03T07:14:42Z,0,Me
697,@nikhilraj_8331,2024-09-03T07:14:04Z,2024-09-03T07:14:04Z,1,❤
698,@sourabhagrawal1318,2024-09-03T07:09:38Z,2024-09-03T07:09:38Z,1,We want @munawar faruqui in next india&#39;s got latent episode.... plss❤❤
699,@rajkaushik2247,2024-09-03T07:08:01Z,2024-09-03T07:08:01Z,0,Naman ne aag lga di😂😂😂
700,@garjatkalbande,2024-09-03T07:07:11Z,2024-09-03T07:07:11Z,1,"Naman Arora was in his character , when he performed for the whole time , on the stage. What an actor! ❤"
701,@Harshiii-v4d,2024-09-03T07:02:42Z,2024-09-03T07:02:42Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2273"">37:53</a> ❤😂"
702,@Karanboy009,2024-09-03T07:01:57Z,2024-09-03T07:01:57Z,0,9.8 million people berozgaar hai.
703,@shivachoudhary6062,2024-09-03T06:28:08Z,2024-09-03T06:28:08Z,0,❤
704,@Vansh-gp9bx,2024-09-03T06:27:38Z,2024-09-03T06:27:38Z,0,Bhai aap bhut ache ho
705,@SAHITYAGujarati,2024-09-03T06:24:01Z,2024-09-03T06:24:01Z,0,Naman ko dekhane ke liye kon aaya he like kare
706,@khizertayyab8843,2024-09-03T05:51:41Z,2024-09-03T05:51:41Z,0,Hi where can I see rest of the episodes
707,@Shubhamsingh-bb2vv,2024-09-03T05:48:10Z,2024-09-03T05:48:10Z,0,Dekhna Yeh hai ki  &quot;Andrew Tate&quot; That Bodyguard Next Episode Me Woha khada milta hai ki nahi 😅
708,@editzbyavi,2024-09-03T05:41:59Z,2024-09-03T05:41:59Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a> Naman Arora"
709,@subham9775,2024-09-03T05:31:59Z,2024-09-03T05:31:59Z,0,"You&#39;re looking for <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2270"">37:50</a>"
710,@preethakoshire6762,2024-09-03T05:19:57Z,2024-09-03T05:19:57Z,0,Atul sir calling samay brutal for the scores and kunal even giving less scores😂😂
711,@Harshshriwass,2024-09-03T05:19:30Z,2024-09-03T05:19:30Z,0,Naman saved this episode actually 😂😂
712,@binodnishad7758,2024-09-03T05:18:25Z,2024-09-03T05:18:25Z,0,This approx 10M views only due to naman the legend.
713,@vasudevkm7606,2024-09-03T05:18:05Z,2024-09-03T05:18:05Z,0,"Naman arora <a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=2272"">37:52</a>"
714,@LegendGamerYuvrajSinh,2024-09-03T05:14:32Z,2024-09-03T05:14:32Z,0,Lemme be the random one subscriber
715,@anishmandal9362,2024-09-03T05:08:56Z,2024-09-03T05:08:56Z,0,Disclaimer - Don&#39;t watch while eating and dont drink while watching or you will get 😂😂
716,@Minitv-nl7vz,2024-09-03T04:58:23Z,2024-09-03T04:58:23Z,0,"<a href=""https://www.youtube.com/watch?v=m3O1lnPJszk&amp;t=599"">9:59</a>"
717,@blackgoku1262,2024-09-03T04:49:32Z,2024-09-03T04:49:32Z,0,Areee bhai😂😂
718,@akClips001,2024-09-03T04:49:16Z,2024-09-03T04:49:16Z,0,Thanks for 50 subscribes ❤🎉
719,@dhuruvloger,2024-09-03T04:46:08Z,2024-09-03T04:46:08Z,0,Kya Banda h bhai Aman ❤
720,@avaniumrikar6183,2024-09-03T04:32:01Z,2024-09-03T04:32:01Z,0,Sare latent ke episodes me woh habitat ke starters seems very tasty
721,@reemagahtori9793,2024-09-03T04:24:52Z,2024-09-03T04:24:52Z,0,Balraj is so gentle.❤
722,@Pn9moves,2024-09-03T04:24:32Z,2024-09-03T04:24:32Z,1,Bhai naman killed it broo😂😂😂🎉
723,@pruthvirajkurund5960,2024-09-03T04:10:11Z,2024-09-03T04:10:11Z,0,8.5
724,@pruthvirajkurund5960,2024-09-03T04:09:47Z,2024-09-03T04:09:47Z,0,8.5😊
725,@pruthvirajkurund5960,2024-09-03T04:09:03Z,2024-09-03T04:09:03Z,0,7 September
726,@Imokayan786,2024-09-03T03:10:48Z,2024-09-03T03:10:48Z,0,Hahahah naman arora and his character is pure gold so much fun 😂
727,@Wizzy-es1mw,2024-09-03T02:58:42Z,2024-09-03T02:58:42Z,0,Superb Episode👏🏻👏🏻
728,@om_mali__9465,2024-09-03T02:58:12Z,2024-09-03T02:58:12Z,0,Just watched it for Naman Arora!! <br>Totally worth it!!😂😂😂
729,@Wizzy-es1mw,2024-09-03T02:56:44Z,2024-09-03T02:56:44Z,0,Naman Arora… this was actually Zehereela🤪🤪🤪
